"filename","title","description","date","location","author"
"GranParadisoNP_ZH-CN10766803040","大帕拉迪索国家公园内的臆羚，意大利","虽然新西兰南岛已经成功地引进了臆羚，但这个物种原产于欧洲的山区。在意大利的大帕拉迪索国家公园，刚刚步入冬季的公园，雪开始逐渐覆盖在这里的森林和山丘上，随着天气的逐渐变冷，为了抵御严寒，臆羚的皮毛也由深褐色变成浅灰色。这种令人着迷的动物也有着自己的生存法则。","2017-11-18","欧洲, 意大利, 大帕拉迪索国家公园"," Marco Ronconi/Offset"
"HeadwatersWilderness_ZH-CN9412867444","威斯康星州的水源荒野地","这片荒野地区的“源头”指的是松树河，那里的森林沼泽和湿地构成了一个可以徒步旅行的生态系统，尽管这里没有明显的人行痕迹。水源荒野地是受保护的希夸默根-尼古莱特国家森林的一部分，里面的森林面积达到150万英亩。因为这里的原始荒芜吸引着许多探险者前来涉足！","2017-11-19","北美洲, 美国, 威斯康星州"," Ian Shive/Tandem Stills + Motion"
"ChildrenofEarth_ZH-CN11097669458","地球上的孩子纪念碑，挪威北角","今天是国际儿童日，我们用地球上的孩子纪念碑这张图片来庆祝这个日子。这七个青铜铸件是来自世界各地的七个孩子在1988年创造的粘土浮雕的复制品。一位名叫西蒙·弗莱姆·德沃尔德的挪威作家提出了这个想法，通过让孩子们创造一种长久的表达，让他们理解友谊、合作的乐趣。","2017-11-20","欧洲, 挪威, 北角"," Cultura/REX/Shutterstock"
"PupsPlayGalapagos_ZH-CN8090325795","圣地亚哥岛上的加拉帕戈斯群岛海狮幼崽们，厄瓜多尔","你眼前所看到的是加拉帕戈斯群岛海狮幼崽，它们即将出发到太平洋去捕猎沙丁鱼。它们必须经过锻炼以帮助它们发展肌肉、智力和行为智慧，当妈妈把它们送去觅食时，它们才能够保持充足的活力。这些海狮幼崽们分布在加拉帕戈斯群岛的圣地亚哥岛上，并且经常成群结队的出现，样子憨态可掬。","2017-11-21","亚洲, 厄瓜多尔, 圣地亚哥岛"," Tui De Roy/Minden Pictures"
"Forest20171122_ZH-CN11904842708","【今日小雪】老君山山顶上的寺庙夕阳美景，中国河南省洛阳市 ","随着冬天的来临，天气越来越冷，在小雪节气这一天，我们来到位于中国河南省洛阳市老君山的山顶，这里有一座遗世独立的安静寺庙，这里的夕阳吸引着无数人不辞辛苦来到此地。在这个即将来临的冬季里，到山顶欣赏那一缕温暖的残阳也算是不错的选择！","2017-11-22","亚洲, 中国, 洛阳市"," SergeyOrlov/Design Pics/plainpicture"
"TurkeyTail_ZH-CN10425367061","Gorbea自然公园内的云芝，西班牙","这些位于西班牙Gorbea自然公园内的云芝，为多孔菌科真菌彩绒革盖菌的干燥子实体，在全世界范围内相当普遍。全年均可采收，除去杂质，晒干，便可入中药。最近的研究表明，在云芝中发现的一种化合物可能有助于治疗胃癌，这将为胃癌患者带来一丝希望！","2017-11-23","欧洲, 西班牙, 戈尔比亚自然公园"," David Santiago Garcia/Aurora Photos"
"KatenaLuminarium_ZH-CN12074286571","由Architects of Air制造的充气雕塑“Katena Luminarium”","这是Katena Luminarium，一个由巨大的充气塑料圆顶和隧道组成的艺术装置，观众可以在里面随意探索。在迷幻般的灯光下，观众沐浴在阳光和半透明的颜色中，这里可以说是一个感官的圣地。这幅作品是由英国诺丁汉的艺术家集体创作的。这个充气雕塑有着色彩斑斓、光线充足的照明，跨度超过10,000平方英尺，灵感来自于几何、自然和建筑。","2017-11-24","亚洲"," Shirlaine Forrest/WireImage/Getty Images"
"RhoneRiverDusk_ZH-CN7956980058","圣贝内泽桥和罗讷河黄昏时刻的美景，法国阿维尼翁","这座美丽的桥桥下的水属于罗讷河，它流经欧洲500英里，最后汇入地中海。在法国的阿维尼翁，罗讷河流经一座名叫圣贝内泽桥的中世纪桥梁的遗迹，这座桥以一个年轻的牧羊人的名字命名。传说在1177年左右，贝内泽得到上帝的指示于是建造了这座桥。他奇迹般地举起了一块沉重的石头，于是便有了这座无与伦比的大桥。","2017-11-25","欧洲, 法国, 阿维尼翁"," David Noton/Minden Pictures"
"RRCNCA_ZH-CN8115353106","红岩峡谷国家野生生物保护区，美国内华达州","沿着这条冬季的道路行驶，你会进入红岩峡谷国家野生生物保护区。不要把这里和科罗拉多州流行的露天音乐会场地红石露天剧场搞混，这个沙漠景观距离拉斯维加斯市区只有30分钟车程。在这里，你会发现具有戏剧性的岩石结构，砂岩的山峰，可能还有许多超有趣的野生动物！","2017-11-26","北美洲, 美国, 红岩峡谷国家野生生物保护区"," plainpicture/Westend61/Cameron Davidson"
"BFBadger_ZH-CN8490916760","狗獾在黑森林中觅食，德国","德国西南部的黑森林是这只狗獾的家，它很容易在森林里找到昆虫或蠕虫。这个多山的地区不仅被认为是獾的栖息地，而且被认为是布谷鸟钟的诞生地。早在18世纪40年代，这个地区的农民就开始通过雕刻和出售复杂的时钟来为生。如今，布谷鸟钟仍然是受欢迎的纪念品，但游客也会寻找黑森林蛋糕——一种獾也会爱上的樱桃甜点。","2017-11-27","亚洲"," Klaus Echle/Minden Pictures"
"RiceLights_ZH-CN7549259687","灯光装点的水稻梯田，日本轮岛","这个在日本的轮岛社区举行的夜间展览，其根源在于一场悲剧事件。2007年3月，该地区发生了6.9级地震，造成300多人受伤，一人死亡。作为纪念，这里的人们在稻田的周围放置蜡烛。后来，这些蜡烛被太阳能灯所取代，但传统延续至今。","2017-11-28","亚洲, 日本, 轮岛"," Sean Pavone/Alamy"
"LAUnionStation_ZH-CN8034711319","洛杉矶的联合车站，美国加利福尼亚州","洛杉矶的联合车站有着40英尺高的窗户，装饰着充满艺术感的吊灯，还有古老的好莱坞风格。它建于1939年，从那时起，它就一直是许多电影热门的拍摄地点，尤其是在暗黑系风格的电影里。像电影《江湖浪子》和《往日情怀》都以联合车站为背景，甚至连《银翼杀手》也将其作为反乌托邦的未来愿景的一部分。","2017-11-29","北美洲, 美国, 洛杉矶"," Ted Vancleave/Gallery Stock"
"Piraputanga_ZH-CN13303102627","塞拉多生态区内的希氏石脂鲤，巴西","这群希氏石脂鲤可能不知道，它们正在世界上最独特的生态系统中游泳。它们是在塞拉多被发现的，塞拉多是一片广阔的热带草原，覆盖了巴西20%以上的土地。它不像亚马逊那么有名，但这个地区是一个真正的生物多样性热点地区，有超过10000种植物，以及像美洲虎、鬃狼等有魅力的物种，更不用说这些美好的小鱼了。","2017-11-30","南美洲, 巴西, 塞拉多生态区"," Luciano Candisani/Minden Pictures"
"SpiralSpain_ZH-CN12059815472","索菲亚王后艺术歌剧院的内部，西班牙巴伦西亚","索菲亚王后艺术歌剧院的内部的风格的繁荣，延续了歌剧院外部的主题，这些色彩和弯曲的形状大多是从大自然中发现的。歌剧院由巴伦西亚出生的知名建筑师圣地亚哥?卡拉特拉瓦设计，于1995年开始建设，是巴伦西亚艺术与科学城市的最后一个部分，贝多芬的歌剧费德里奥曾于2006年10月25日在此首演。","2017-12-01","欧洲, 西班牙, 巴伦西亚"," AWL Images/Masterfile"
"PotashPonds_ZH-CN13213047688","摩押附近的沙漠中的钾蒸发池，美国犹他州","钾蒸发池是位于犹他州摩押附近的沙漠中的一道风景。这些水被染成蓝色，这样有助于加速蒸发，而且可能对远距离观察工作场地非常有用。钾碱是什么？这是一组以钾为基础的化合物，已经被人类开采了几个世纪。由于钾碱是水溶性的，所以蒸发池是提取土壤中有用的化学物质的理想方法。","2017-12-02","北美洲, 美国, 格兰德"," Jassen Todorov/Solent News/.."
"SchwetzingenAerial_ZH-CN11628382780","施韦青根城堡花园鸟瞰图，德国巴登-符腾堡州","施韦青根城堡位于德国巴登海德堡，是德国最著名的城堡之一，堪称欧洲巴洛克风格建筑的杰出典范。它是帕拉廷选区王储卡尔?特奥多尔的夏宫，精致的花园采用了法国风格，受到凡尔赛宫的启发。花园里的建筑富于异国情调，希腊风格的阿波罗神庙、中东风情的清真寺和中国式拱桥相映成趣。","2017-12-03","欧洲, 德国, 施韦青根城堡花园"," aerial-photos.com/Alamy"
"Motherboard_ZH-CN12819254349","计算机主板细节图","主板是任何现代计算设备的大脑，它将计算机的内存存储与处理器连接起来，并控制设备的所有功能。但是，你甚至不需要知道主板是如何工作的，你也可以加入计算机科学教育周。自2009年以来，CSEdWeek已经打开了计算机世界的大门，为学生和成年人提供一种神秘化的技术。你甚至可以自己编写代码。","2017-12-04","亚洲"," Antonio Romero/Science Photo Library"
"AberystwythSeafront_ZH-CN9542789062","阿伯里斯特威斯的海滨长廊，英国威尔士锡尔迪金","阿伯里斯特威斯是英国威尔士的一个城镇，濒临卡迪根湾，是威尔士的一个历史悠久的文化重镇。在这个面积不大的小镇上却有着独到的美景，这里有松软的海滩和迷人的海滨长廊，海滨长廊在黄昏和黎明是最美的时刻，就算你孤独一人来到这里，也会被长廊的浪漫所感动。","2017-12-05","欧洲, 英国, 阿伯里斯特威斯"," Riccardo Spila/SIME/eStock Photo"
"MatusevichGlacier_ZH-CN13151914775","南极洲的马图谢维奇冰川","美国国家航空航天局的卫星在南极洲东部海岸拍摄了大量马图谢维奇冰川的照片。太空总署使用这些照片来帮助建立一个统一的关于南极洲冰盖体积和整体冰川健康的视图。马图谢维奇冰川会季节性地生长和消退，这意味着科学家可以将冰川运动与南极洲其它冰川运动进行比较，从而发现南极洲冰川活动的规律。","2017-12-06","亚洲"," NASA"
"Snow_ZH-CN11178898651","【今日大雪】暴风雪中两只在树干上攀爬的大熊猫，中国四川","越来越清冷的冬天，此时那掉光了树叶的枝干被厚重的积雪严实的包裹着，暴风雪中整个世界银装素裹，然而落在树干上的，除了洁白的雪花，还有两只胖胖的超萌的国宝，它们在树干上攀爬并抱在一起取暖的样子也甚是惹人喜爱，在这个大雪纷飞的日子里也显得格外温暖。","2017-12-07","亚洲"," Juan Carlos Munoz/NPL/Minden Pictures"
"SibeliusMonument_ZH-CN8903164725","西贝柳斯纪念碑，芬兰赫尔辛基","1967年，艺术家埃拉·希尔图宁用600根钢管焊接在一起建造了西贝柳斯纪念碑。有些人批判这个24吨重的作品太抽象，尤其是对被认为是该国最伟大作曲家的西贝柳斯而言。为了安抚群众，埃拉在雕塑旁边放了一个西贝柳斯的半身像。如今西贝柳斯纪念碑是赫尔辛基一个受人喜爱的景点，西贝柳斯的音乐仍然是国家的瑰宝。","2017-12-08","欧洲, 芬兰, 赫尔辛基"," Ville Heino/500px"
"FlightFest_ZH-CN9045713592","老桥，意大利佛罗伦萨","在节日期间，佛罗伦萨灯光节给老桥增添了新的色彩，色彩丰富的灯光画面图案被投射在桥身上，像一幕幕艺术画作。这一历史悠久的老桥已经跨越了几个世纪。早些时候，屠夫和鱼贩在这里经营，但由于气味太难闻被市政府撤销，如今这里充斥着各种珠宝商和金匠，许多喜欢复古的游客都超爱来这里淘宝！","2017-12-09","欧洲, 意大利, 佛罗伦萨"," Michele Castellani/Alamy"
"SiberianJay_ZH-CN8167378429","普托拉纳高原上的北噪鸦，俄罗斯西伯利亚","尽管此时外面天寒地冻，但这只北噪鸦看起来很舒服。我们在西伯利亚的普托拉纳高原拍摄了这张照片，这是一个遥远的北极生态系统，也是世界上最大的驯鹿群的家园。普托拉纳高原的自然景色美得令人吃惊，这个地区有超过25,000个类似峡湾的湖泊，北噪鸦在这里生活的相当自在。","2017-12-10","欧洲, 俄罗斯, 西伯利亚"," Sergey Gorshkov/Minden Pictures"
"Jangothang_ZH-CN12592369551","卓木拉日峰上的古老宗堡，不丹","从这个角度看，很容易理解为什么藏传佛教徒相信卓木拉日峰是一个神圣的地方，一个守护女神的家园。这里展示的是一个古老宗堡的遗址，这座山海拔超过24000英尺，横跨西藏和不丹的边界。如果一位女神住在这里，那么她很可能会赞成每年12月11日举办的国际山岳日，以强调山地生态系统的重要性。","2017-12-11","亚洲, 不丹, 廷布"," Alex Treadway/plainpicture"
"Gnomes_ZH-CN14028221582","圣诞市场上出售的地精，意大利佩尔吉内瓦尔苏加纳","这些迷人的假日小精灵们正在位于佩尔吉内瓦尔苏加纳的一个圣诞集市上展出，佩尔吉内瓦尔苏加纳是意大利北部的一个小镇，那里有小精灵和矮人的传说，他们从山上带着对假日的期待来到这里。意大利并不是将山区居民融入假日传统的唯一地区，但这里仍旧流传着许多关于神秘精灵的圣诞传说。","2017-12-12","欧洲, 意大利, 佩尔吉内瓦尔苏加纳"," Flavia Morlachetti/Moment/Getty Images"
